1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	

1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	

1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.41	0.07	0.00	0.00	0.00	0.00	0.07	0.41	1.00	
1.00	0.44	0.11	0.00	0.00	0.00	0.00	0.11	0.44	1.00	
1.00	0.44	0.11	0.00	0.00	0.00	0.00	0.11	0.44	1.00	
1.00	0.44	0.11	0.00	0.00	0.00	0.00	0.11	0.44	1.00	
1.00	0.44	0.11	0.00	0.00	0.00	0.00	0.11	0.44	1.00	
1.00	0.44	0.11	0.00	0.00	0.00	0.00	0.11	0.44	1.00	
1.00	0.44	0.11	0.00	0.00	0.00	0.00	0.11	0.44	1.00	
1.00	0.44	0.11	0.00	0.00	0.00	0.00	0.11	0.44	1.00	
1.00	0.44	0.11	0.00	0.00	0.00	0.00	0.11	0.44	1.00	
1.00	0.44	0.11	0.00	0.00	0.00	0.00	0.11	0.44	1.00	
1.00	0.44	0.11	0.00	0.00	0.00	0.00	0.11	0.44	1.00	
1.00	0.44	0.11	0.00	0.00	0.00	0.00	0.11	0.44	1.00	
1.00	0.44	0.11	0.00	0.00	0.00	0.00	0.11	0.44	1.00	
1.00	0.44	0.11	0.00	0.00	0.00	0.00	0.11	0.44	1.00	
1.00	0.44	0.11	0.00	0.00	0.00	0.00	0.11	0.44	1.00	
1.00	0.44	0.11	0.00	0.00	0.00	0.00	0.11	0.44	1.00	
1.00	0.44	0.11	0.00	0.00	0.00	0.00	0.11	0.44	1.00	
1.00	0.41	0.07	0.00	0.00	0.00	0.00	0.07	0.41	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	

1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.45	0.12	0.02	0.00	0.00	0.02	0.12	0.45	1.00	
1.00	0.51	0.18	0.03	0.00	0.00	0.03	0.18	0.51	1.00	
1.00	0.52	0.19	0.04	0.00	0.00	0.04	0.19	0.52	1.00	
1.00	0.52	0.19	0.04	0.00	0.00	0.04	0.19	0.52	1.00	
1.00	0.52	0.19	0.04	0.00	0.00	0.04	0.19	0.52	1.00	
1.00	0.52	0.19	0.04	0.00	0.00	0.04	0.19	0.52	1.00	
1.00	0.52	0.19	0.04	0.00	0.00	0.04	0.19	0.52	1.00	
1.00	0.52	0.19	0.04	0.00	0.00	0.04	0.19	0.52	1.00	
1.00	0.52	0.19	0.04	0.00	0.00	0.04	0.19	0.52	1.00	
1.00	0.52	0.19	0.04	0.00	0.00	0.04	0.19	0.52	1.00	
1.00	0.52	0.19	0.04	0.00	0.00	0.04	0.19	0.52	1.00	
1.00	0.52	0.19	0.04	0.00	0.00	0.04	0.19	0.52	1.00	
1.00	0.52	0.19	0.04	0.00	0.00	0.04	0.19	0.52	1.00	
1.00	0.52	0.19	0.04	0.00	0.00	0.04	0.19	0.52	1.00	
1.00	0.52	0.19	0.04	0.00	0.00	0.04	0.19	0.52	1.00	
1.00	0.52	0.19	0.04	0.00	0.00	0.04	0.19	0.52	1.00	
1.00	0.51	0.18	0.03	0.00	0.00	0.03	0.18	0.51	1.00	
1.00	0.45	0.12	0.02	0.00	0.00	0.02	0.12	0.45	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	

1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	
1.00	0.47	0.14	0.04	0.01	0.01	0.04	0.14	0.47	1.00	
1.00	0.55	0.23	0.06	0.01	0.01	0.06	0.23	0.55	1.00	
1.00	0.57	0.24	0.07	0.01	0.01	0.07	0.24	0.57	1.00	
1.00	0.57	0.25	0.07	0.01	0.01	0.07	0.25	0.57	1.00	
1.00	0.57	0.25	0.07	0.01	0.01	0.07	0.25	0.57	1.00	
1.00	0.57	0.25	0.07	0.01	0.01	0.07	0.25	0.57	1.00	
1.00	0.57	0.25	0.07	0.01	0.01	0.07	0.25	0.57	1.00	
1.00	0.57	0.25	0.07	0.01	0.01	0.07	0.25	0.57	1.00	
1.00	0.57	0.25	0.07	0.01	0.01	0.07	0.25	0.57	1.00	
1.00	0.57	0.25	0.07	0.01	0.01	0.07	0.25	0.57	1.00	
1.00	0.57	0.25	0.07	0.01	0.01	0.07	0.25	0.57	1.00	
1.00	0.57	0.25	0.07	0.01	0.01	0.07	0.25	0.57	1.00	
1.00	0.57	0.25	0.07	0.01	0.01	0.07	0.25	0.57	1.00	
1.00	0.57	0.25	0.07	0.01	0.01	0.07	0.25	0.57	1.00	
1.00	0.57	0.25	0.07	0.01	0.01	0.07	0.25	0.57	1.00	
1.00	0.57	0.24	0.07	0.01	0.01	0.07	0.24	0.57	1.00	
1.00	0.55	0.23	0.06	0.01	0.01	0.06	0.23	0.55	1.00	
1.00	0.47	0.14	0.04	0.01	0.01	0.04	0.14	0.47	1.00	
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	

